account_created_at,cashtags,conversation_id,created_at,description,description_hashtags,description_mentions,display_url,domain_description,domain_id,domain_name,edit_history_tweet_ids,entities_normalizes_text,entities_probability,entities_type,entity_description,entity_id,entity_name,followers_count,following_count,hashtags,impression_count,in_reply_to_user_id,is_quote,is_retweet,lang,like_count,listed_count,location,media_duration_ms,media_height,media_previewmage_url,media_public_metrics.view_count,media_type,media_url,media_width,mentions_id,mentions_screen_name,name,pinned_tweet_id,possibly_sensitive,profile_image_url,protected,quote_count,quoted_account_created_at,quoted_conversation_id,quoted_created_at,quoted_description,quoted_description_hashtags,quoted_description_mentions,quoted_display_url,quoted_domain_description,quoted_domain_id,quoted_domain_name,quoted_edit_history_tweet_ids,quoted_entities_normalizes_text,quoted_entities_probability,quoted_entities_type,quoted_entity_description,quoted_entity_id,quoted_entity_name,quoted_followers_count,quoted_following_count,quoted_hashtags,quoted_impression_count,quoted_lang,quoted_like_count,quoted_listed_count,quoted_location,quoted_name,quoted_pinned_tweet_id,quoted_possibly_sensitive,quoted_profile_image_url,quoted_protected,quoted_quote_count,quoted_reply_count,quoted_reply_settings,quoted_retweet_count,quoted_screen_name,quoted_status_id,quoted_text,quoted_tweet_count,quoted_url,quoted_url_display_url,quoted_url_expanded_url,quoted_urls_description,quoted_urls_description_display_url,quoted_urls_description_expanded_url,quoted_urls_expanded_url,quoted_urls_media_key,quoted_urls_title,quoted_urls_unwound_url,quoted_urls_url,quoted_user_id,quoted_verified,reply_count,reply_settings,retweet_count,screen_name,status_id,text,tweet_count,url,url_display_url,url_expanded_url,urls_description,urls_description_display_url,urls_description_expanded_url,urls_expanded_url,urls_images1_height,urls_images1_url,urls_images1_width,urls_images2_height,urls_images2_url,urls_images2_width,urls_media_key,urls_title,urls_unwound_url,urls_url,user_id,verified,places_country,places_country_code,places_full_name,places_geo.bbox,places_geo.type,places_name,places_place_type,quoted_mentions_id,quoted_mentions_screen_name,attachments.poll_ids,quoted_withheld.country_codes,withheld.copyright,withheld.country_codes.x,withheld.country_codes.y,quoted_cashtags,geo.coordinates.coordinates,geo.coordinates.type,quoted_geo.coordinates.coordinates,quoted_geo.coordinates.type
2021-05-04T07:50:54.000Z,NA,x1609208251006214144,2022-12-31T15:21:59.000Z,"Just a random marketing guy :)
Founder: @growwmedia @abt_live & more...
💌 contact@sauravdabas.com",,"growwmedia,abt_live",sauravdabas.com/china-dec-manu…,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,Real world events. ","x123,131,29","Ongoing News Story,Unified Twitter Taxonomy,Events [Entity Service]",1609208251006214144,"China Dec,COVID,chinamanufacturingactivity,coronavirus","0.6419,0.9699,0.4679,0.9415","Other,Other,Place,Other","This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1220701888179359745,1220701888179359745,1219057585707315201","COVID-19,COVID-19,COVID-19: Latest news updates from around the world",797,65,"chinamanufacturingactivity,purchasingmanagersindex,coronavirus,factoryoutput,supplychain",44,,0,0,en,0,0,"New Delhi, India",,,,,,,,,,Saurav Dabas,x1637789027318501382,FALSE,https://pbs.twimg.com/profile_images/1629207634548232192/V9SPzxwf_normal.jpg,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,0,SauravDabas2,x1609208251006214144,China Dec manufacturing contracts sharply as COVID infections soar https://t.co/pHy7MmrbrD #chinamanufacturingactivity #purchasingmanagersindex #coronavirus #factoryoutput #supplychain,8234,https://t.co/Zo9YxDKaZh,sauravdabas.com,http://www.sauravdabas.com,"Source Link China’s factory activity shrank for the third straight month in December and at the sharpest pace in nearly three years as COVID infections swept through production lines across the country after Beijing’s abrupt reversal of anti-virus measures. The official purchasing managers’ index (PMI) fell to 47.0 from 48.0 in November,the National Bureau […]",,,https://sauravdabas.com/china-dec-manufacturing-contracts-sharply-as-covid-infections-soar/?utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost,,,,,,,,China Dec manufacturing contracts sharply as COVID infections soar - Saurav Dabas,https://sauravdabas.com/china-dec-manufacturing-contracts-sharply-as-covid-infections-soar/?utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost,https://t.co/pHy7MmrbrD,x1389487630199390211,FALSE,,,,,,,,,,,,,,,,,,,
2020-01-30T05:34:55.000Z,NA,x1609210408211996678,2022-12-31T15:30:33.000Z,CNED @orfonline seeks to strengthen the multi-stakeholder response to the important challenges and opportunities facing the global community.,,orfonline,or-f.org/115437,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,A taxonomy of user interests. ,Real world events. ","x123,131,131,29","Ongoing News Story,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Events [Entity Service]",1609210408211996678,"COVID,China","0.9511,0.9638","Other,Place","Conversation about global finance and economies.,This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1220701888179359745,847511168268644352,1220701888179359745,1219057585707315201","COVID-19,Global Economy,COVID-19,COVID-19: Latest news updates from around the world",2010,57,"COVID,China,supplychain",210,,0,0,en,1,29,"New Delhi, India",,,,,,,,x44656037,soumyabh_swears,The Centre for New Economic Diplomacy,,FALSE,https://pbs.twimg.com/profile_images/1222778382066126848/2ZCubNS__normal.jpg,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,1,ORF_CNED,x1609210408211996678,.@soumyabh_swears: The magnitude of #COVID surge in #China is bound to deteriorate the trade and #supplychain disruptions to other countries. The timing of this outbreak adds to the criticality of the looming global economic crisis https://t.co/j7XBr6H9yV,25081,https://t.co/3dmRA5eVBD,orfonline.org/cned/,https://www.orfonline.org/cned/,"As the world completes almost three years of COVID-19,the virus continues to haunt airports,hospitals,markets,the global economy",,,https://or-f.org/115437,450,https://pbs.twimg.com/news_img/1621003025446748165/Hm6Lws6_?format=jpg&name=orig,660,150,https://pbs.twimg.com/news_img/1621003025446748165/Hm6Lws6_?format=jpg&name=150x150,150,,"China’s COVID surge can affect the global economy,yet again | ORF",https://www.orfonline.org/expert-speak/chinas-covid-surge-can-affect-the-global-economy/,https://t.co/j7XBr6H9yV,x1222754999819616256,TRUE,,,,,,,,,,,,,,,,,,,
2015-08-27T04:04:11.000Z,NA,x1609217533281972225,2022-12-31T15:58:52.000Z,Economist...I kick it with models.. (Rts are not endorsements),,,researchgate.net/publication/36…,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ","x123,131","Ongoing News Story,Unified Twitter Taxonomy",1609217533281972225,,,,,"x1220701888179359745,1220701888179359745","COVID-19,COVID-19",5,87,"covid,supplychain",8,,0,0,qme,0,0,,,,,,,,,,,Khalil Ullah,x1331615442520064004,TRUE,https://pbs.twimg.com/profile_images/1616420230892240897/8LuDi6Nm_normal.jpg,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,0,Khaleel_U_Mohd,x1609217533281972225,https://t.co/ESb0itGonM #covid #supplychain,163,,NA,NA,"PDF | We have learned from the Covid 19 crisis that pandemics are inevitable,and the financial systems need to be ready to withstand such global... | Find,read and cite all the research you need on ResearchGate",,,https://www.researchgate.net/publication/360707006_The_Effect_of_Covid-19_on_Bank_Profitability_Determinants_of_Developed_and_Developing_Economies,1100,https://pbs.twimg.com/news_img/1609217332861362180/OkD3JYZ5?format=png&name=orig,850,150,https://pbs.twimg.com/news_img/1609217332861362180/OkD3JYZ5?format=png&name=150x150,150,,(PDF) The Effect of Covid-19 on Bank Profitability Determinants of Developed and Developing Economies,https://www.researchgate.net/publication/360707006_The_Effect_of_Covid-19_on_Bank_Profitability_Determinants_of_Developed_and_Developing_Economies,https://t.co/ESb0itGonM,x3355567093,FALSE,,,,,,,,,,,,,,,,,,,
2010-08-20T11:19:22.000Z,NA,x1609239334644744195,2022-12-31T17:25:30.000Z,"Non–partisan, independent analyses on security, strategy, economy, development, energy and global governance.",,,or-f.org/115437,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,A taxonomy of user interests. ,Real world events. ","x123,131,131,29","Ongoing News Story,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Events [Entity Service]",1609239334644744195,"COVID,China","0.9511,0.9638","Other,Place","Conversation about global finance and economies.,This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1220701888179359745,847511168268644352,1220701888179359745,1219057585707315201","COVID-19,Global Economy,COVID-19,COVID-19: Latest news updates from around the world",125917,152,"COVID,China,supplychain",997,,0,0,en,2,1078,India,,,,,,,,x44656037,soumyabh_swears,ORF,,FALSE,https://pbs.twimg.com/profile_images/1559387602750357506/3yDB29aA_normal.jpg,FALSE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,2,orfonline,x1609239334644744195,.@soumyabh_swears: The magnitude of #COVID surge in #China is bound to deteriorate the trade and #supplychain disruptions to other countries. The timing of this outbreak adds to the criticality of the looming global economic crisis https://t.co/hxecGv032t,380669,https://t.co/sFIxMkOqDx,orfonline.org,http://www.orfonline.org,"As the world completes almost three years of COVID-19,the virus continues to haunt airports,hospitals,markets,the global economy",,,https://or-f.org/115437,450,https://pbs.twimg.com/news_img/1621003025446748165/Hm6Lws6_?format=jpg&name=orig,660,150,https://pbs.twimg.com/news_img/1621003025446748165/Hm6Lws6_?format=jpg&name=150x150,150,,"China’s COVID surge can affect the global economy,yet again | ORF",https://www.orfonline.org/expert-speak/chinas-covid-surge-can-affect-the-global-economy/,https://t.co/hxecGv032t,x180748385,TRUE,,,,,,,,,,,,,,,,,,,
2022-12-17T15:30:11.000Z,NA,x1609241482522681346,2022-12-31T17:34:02.000Z,I am a blogger related to geopolitics.,,,pic.twitter.com/0Mer6veSyq,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,Real world events. ","x123,131,29","Ongoing News Story,Unified Twitter Taxonomy,Events [Entity Service]",1609241482522681346,"Covid,China,Corona,COVID19,ChinaCovidCases,Karachi,Europe,IslamabadHighCourt","0.9219,0.9792,0.9171,0.9545,0.8681,0.9585,0.9702,0.8178","Other,Place,Other,Other,Place,Place,Place,Place","This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1220701888179359745,1220701888179359745,1219057585707315201","COVID-19,COVID-19,COVID-19: Latest news updates from around the world",1,9,"Covid,China,lockdown2020,Corona,supplychain,COVID19,ChinaCovidCases,Karachi,Europe,HappyNewYear2023,IslamabadHighCourt,Welcome2023",414,,0,0,en,2,0,Pakistan,57864,1920,https://pbs.twimg.com/ext_tw_video_thumb/1609234249323876352/pu/img/GZnOm4l2T3hnV-a3.jpg,159,video,,1080,,,World Knowledge by Tahir,,FALSE,https://pbs.twimg.com/profile_images/1604136886934593537/g3_43ni1_normal.jpg,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,0,worldknowtahir,x1609241482522681346,"𝗖𝗵𝗶𝗻𝗮 𝗖𝗼𝘃𝗶𝗱 policy explained.
#Covid #China #lockdown2020 #Corona #supplychain #COVID19 #ChinaCovidCases #Karachi #Europe #HappyNewYear2023 #IslamabadHighCourt #Welcome2023 # https://t.co/0Mer6veSyq",5,,NA,NA,,,,https://twitter.com/worldknowtahir/status/1609241482522681346/video/1,,,,,,,7_1609234249323876352,,,https://t.co/0Mer6veSyq,x1604136589877284865,FALSE,,,,,,,,,,,,,,,,,,,
2009-03-24T13:48:40.000Z,NA,x1609615796480757764,2023-01-01T18:21:25.000Z,"Freelance writer, communications specialist, creative solutions provider — and just a guy.",,,twitter.com/TPostMillennia…,"Categories within Brand Verticals that narrow down the scope of Brands,Brands and Companies,Interests,opinions,and behaviors of individuals,groups,or cultures; like Speciality Cooking or Theme Parks,Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,Top level entities that describe a Brands industry,Entity Service top level domain,every item that is in Entity Service should be in this domain,Brands and Companies,Top level interests and hobbies groupings,like Food or Travel,Real world events. ","x46,47,67,123,131,131,131,131,131,131,45,30,47,65,29","Business Taxonomy,Brand,Interests and Hobbies,Ongoing News Story,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Brand Vertical,Entities [Entity Service],Brand,Interests and Hobbies Vertical,Events [Entity Service]",1609615796480757764,Covid,0.9578,Other,"Brands,companies,advertisers and every non-person handle with the profit intent related to Banks,Credit cards,Insurance,Investments,Stocks ,Political issues,Politics,This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1557696848252391426,1552999895572705280,1486458201117642754,1220701888179359745,847878884917886977,900740740468191232,1220701888179359745,1291447199595782144,1518689897296453633,1559626214846869504,781974596148793345,781974596731871232,10026461334,781974596148793345,1219057585707315201","Financial Services Business,Bank of America,Inflation,COVID-19,Politics,Political issues,COVID-19,United States politics,United States political issues,Inflation in the United States,Business & finance,Banking - Business & finance,Bank of America,Business & finance,COVID-19: Latest news updates from around the world",1820,2985,"Covid,pandemic,supplychain,inflation",32,,1,0,en,0,152,"Newmarket, Ontario, Canada",,,,,,,,,,Dennis Furlan ✝️,,FALSE,https://pbs.twimg.com/profile_images/1213736867/writer4hireHome_small_normal.jpg,FALSE,0,2017-08-13T13:54:16.000Z,x1609614027336077312,2023-01-01T18:14:23.000Z,"News, analysis, and opinion from Canada, US, and the world. Telegram: https://t.co/oTs0QndH9n. Sign up for our newsletter https://t.co/tNixXfFj1M",,,pic.twitter.com/ikoT1p1ntg,"Categories within Brand Verticals that narrow down the scope of Brands,Brands and Companies,Interests,opinions,and behaviors of individuals,groups,or cultures; like Speciality Cooking or Theme Parks,Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,Top level entities that describe a Brands industry,Entity Service top level domain,every item that is in Entity Service should be in this domain,Brands and Companies,Top level interests and hobbies groupings,like Food or Travel","x46,47,67,123,131,131,131,131,131,131,45,30,47,65","Business Taxonomy,Brand,Interests and Hobbies,Ongoing News Story,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Brand Vertical,Entities [Entity Service],Brand,Interests and Hobbies Vertical",1609614027336077312,"of America,Michael Gapen","0.7183,0.9538","Organization,Person","Brands,companies,advertisers and every non-person handle with the profit intent related to Banks,Credit cards,Insurance,Investments,Stocks ,Politics,Political issues","x1557696848252391426,1552999895572705280,1486458201117642754,1220701888179359745,847878884917886977,900740740468191232,1220701888179359745,1291447199595782144,1518689897296453633,1559626214846869504,781974596148793345,781974596731871232,10026461334,781974596148793345","Financial Services Business,Bank of America,Inflation,COVID-19,Politics,Political issues,COVID-19,United States politics,United States political issues,Inflation in the United States,Business & finance,Banking - Business & finance,Bank of America,Business & finance",286319,1829,,20042,en,64,1592,Canada,The Post Millennial,x1636565969161027584,FALSE,https://pbs.twimg.com/profile_images/1460306213229453317/hxefwhdS_normal.jpg,FALSE,12,18,everyone,18,TPostMillennial,x1609614027336077312,"Bank of America Chief Economist Michael Gapen: ""It will probably take 2 to 3 years to get inflation back down to levels that we knew prior to the pandemic."" https://t.co/ikoT1p1ntg",73162,https://t.co/cWlMLoBjn7,ThePostMillennial.com,https://www.ThePostMillennial.com,,"t.me/ThePostMillenn…,bit.ly/3Bd2Lp9","http://t.me/ThePostMillennial,http://bit.ly/3Bd2Lp9",https://twitter.com/TPostMillennial/status/1609614027336077312/video/1,13_1609613580055490560,,,https://t.co/ikoT1p1ntg,x896731633704947712,TRUE,0,everyone,0,dennisfurlan,x1609615796480757764,And all because of our huge overreaction to the #Covid #pandemic: massive spending/printing money and lockdown-induced structural #supplychain issues. #inflation https://t.co/02Sx9eGdcR,26302,https://t.co/FrqpuoKNgw,dennisfurlan.com,http://www.dennisfurlan.com,,,,https://twitter.com/TPostMillennial/status/1609614027336077312,,,,,,,,,,https://t.co/02Sx9eGdcR,x26239560,FALSE,,,,,,,,,,,,,,,,,,,
2020-01-30T05:34:55.000Z,NA,x1609648280098463747,2023-01-01T20:30:30.000Z,CNED @orfonline seeks to strengthen the multi-stakeholder response to the important challenges and opportunities facing the global community.,,orfonline,or-f.org/115437,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,A taxonomy of user interests. ,Real world events. ","x123,131,131,29","Ongoing News Story,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Events [Entity Service]",1609648280098463747,"COVID,China","0.9511,0.9638","Other,Place","Conversation about global finance and economies.,This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1220701888179359745,847511168268644352,1220701888179359745,1219057585707315201","COVID-19,Global Economy,COVID-19,COVID-19: Latest news updates from around the world",2010,57,"COVID,China,supplychain",180,,0,0,en,3,29,"New Delhi, India",,,,,,,,x44656037,soumyabh_swears,The Centre for New Economic Diplomacy,,FALSE,https://pbs.twimg.com/profile_images/1222778382066126848/2ZCubNS__normal.jpg,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,2,ORF_CNED,x1609648280098463747,.@soumyabh_swears: The magnitude of #COVID surge in #China is bound to deteriorate the trade and #supplychain disruptions to other countries. The timing of this outbreak adds to the criticality of the looming global economic crisis https://t.co/j7XBr6H9yV,25081,https://t.co/3dmRA5eVBD,orfonline.org/cned/,https://www.orfonline.org/cned/,"As the world completes almost three years of COVID-19,the virus continues to haunt airports,hospitals,markets,the global economy",,,https://or-f.org/115437,450,https://pbs.twimg.com/news_img/1621003025446748165/Hm6Lws6_?format=jpg&name=orig,660,150,https://pbs.twimg.com/news_img/1621003025446748165/Hm6Lws6_?format=jpg&name=150x150,150,,"China’s COVID surge can affect the global economy,yet again | ORF",https://www.orfonline.org/expert-speak/chinas-covid-surge-can-affect-the-global-economy/,https://t.co/j7XBr6H9yV,x1222754999819616256,TRUE,,,,,,,,,,,,,,,,,,,
2020-07-15T14:50:16.000Z,NA,x1609746822188392448,2023-01-02T03:02:04.000Z,"The official page of Macnels India.
We are a NVOCC/Consolidation company, specializing in imports and exports, from and to various worldwide destinations.",,,splash247.com/?p=179270,"Categories within Brand Verticals that narrow down the scope of Brands,Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,A taxonomy of user interests. ,A taxonomy of user interests. ,Real world events. ","x46,123,131,131,131,29","Business Taxonomy,Ongoing News Story,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Unified Twitter Taxonomy,Events [Entity Service]",1609746822188392448,"covid,China,chinacovid","0.9589,0.9882,0.8575","Other,Place,Place","Brands,companies,advertisers and every non-person handle with the profit intent related to Banks,Credit cards,Insurance,Investments,Stocks ,This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1557696848252391426,1220701888179359745,781974596148793345,1220701888179359745,1503733786613219328,1219057585707315201","Financial Services Business,COVID-19,Business & finance,COVID-19,Logistics,COVID-19: Latest news updates from around the world",825,3526,"Shipping,covid,China,chinacovid,shippingnews,ship,congestion,logistics,exportimport",836,,0,0,en,3,3,Worldwide,,,,,,,,x871820418,Splash_247,Macnels India,x1287378148670095361,FALSE,https://pbs.twimg.com/profile_images/1283413677995986945/fEH7vWUt_normal.png,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,3,MacnelsIndia,x1609746822188392448,#Shipping hit by soaring cases of #covid in #China #chinacovid #shippingnews #ship #congestion #logistics #exportimport https://t.co/7zfrIyuSpt via @splash_247,3780,https://t.co/NtavOFVKM8,macnels.com,http://macnels.com,"Ships are backing up along the Chinese coastline as soaring cases of covid take out port staff. With China easing its strict zero-covid policies this month,hundreds of thousands of citizens have been struck down by the illness. Beijing continues to play down the number of cases,but local reports suggest the figures are at …",,,https://splash247.com/?p=179270,600,https://pbs.twimg.com/news_img/1609746870116708352/z83Rzu_a?format=jpg&name=orig,1000,150,https://pbs.twimg.com/news_img/1609746870116708352/z83Rzu_a?format=jpg&name=150x150,150,,Shipping hit by soaring cases of covid in China - Splash247,https://splash247.com/shipping-hit-by-soaring-cases-of-covid-in-china/,https://t.co/7zfrIyuSpt,x1283413519291957249,FALSE,,,,,,,,,,,,,,,,,,,
2009-10-09T10:48:31.000Z,NA,x1609768973595447298,2023-01-02T04:30:06.000Z,"https://t.co/t5A5r2op3j brings the most relevant news & analysis on the retail industry.
A Times Internet Product.",,,retail.economictimes.indiatimes.com/news/consumer-…,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ,Real world events. ","x123,131,29","Ongoing News Story,Unified Twitter Taxonomy,Events [Entity Service]",1609768973595447298,"China,COVID,Covid,China,DixonTechnologies,ChinaCOVIDCrisis","0.6914,0.7641,0.9187,0.9723,0.5601,0.7467","Other,Other,Other,Place,Other,Other","This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts,journalists,health authorities and other trusted sources from around the world. For more on COVID-19,visit: twitter.com/explore/tabs/covid-19","x1220701888179359745,1220701888179359745,1219057585707315201","COVID-19,COVID-19,COVID-19: Latest news updates from around the world",31701,185,"Covid,Inventory,China,DixonTechnologies,ChinaCOVIDCrisis,SupplyChain,ConsumerDurable,ConsumerElectronics",279,,0,0,en,1,463,"New Delhi, India",,,,,,,,,,ET Retail,,FALSE,https://pbs.twimg.com/profile_images/1293556325893287938/Y7vqqc-W_normal.jpg,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,0,ETRetail,x1609768973595447298,"China COVID crisis: Worried over supply chain disruptions, consumer durable makers stocking up on inventories #Covid #Inventory #China #DixonTechnologies #ChinaCOVIDCrisis #SupplyChain #ConsumerDurable #ConsumerElectronics  https://t.co/hSd1ExwUto",62018,https://t.co/YOgTQUrqZP,retail.economictimes.indiatimes.com,https://retail.economictimes.indiatimes.com/,"With Chinese New Year holidays starting from the third week of January,if the factories there are not able to resume full production in February when they open due to the COVID situation worsening,the Indian industry may once again face supply chain issues,experts said.",ETRetail.com,http://ETRetail.com,https://retail.economictimes.indiatimes.com/news/consumer-durables-and-information-technology/consumer-electronics/china-covid-crisis-worried-over-supply-chain-disruptions-consumer-durable-makers-stocking-up-on-inventories/96671358,628,https://pbs.twimg.com/news_img/1609768978548940800/5bZs2wiR?format=jpg&name=orig,1200,150,https://pbs.twimg.com/news_img/1609768978548940800/5bZs2wiR?format=jpg&name=150x150,150,,"China COVID crisis: Worried over supply chain disruptions,consumer durable makers stocking up on inventories,Retail News,ET Retail",https://retail.economictimes.indiatimes.com/news/consumer-durables-and-information-technology/consumer-electronics/china-covid-crisis-worried-over-supply-chain-disruptions-consumer-durable-makers-stocking-up-on-inventories/96671358,https://t.co/hSd1ExwUto,x81080423,TRUE,,,,,,,,,,,,,,,,,,,
2017-05-06T09:01:20.000Z,NA,x1609852868873551873,2023-01-02T10:03:28.000Z,"A Consultancy, providing professional support in the domains of Poverty Alleviation, Development & Livelihoods.
For updates - https://t.co/vKIPsrPKip",,,livelihoods.net.in/2023/01/yogaks…,"Ongoing News Stories like 'Brexit',A taxonomy of user interests. ","x123,131","Ongoing News Story,Unified Twitter Taxonomy",1609852868873551873,,,,,"x1220701888179359745,1220701888179359745","COVID-19,COVID-19",95,320,"Pele,covid,supplychain,Gandhi,decentralisation,God,time,janagyanayoga,Yogakshemam,developmentworker",30,,0,0,in,0,0,"Hyderabad, India",,,,,,,,,,AKSHARA - The Livelihoods People,,FALSE,https://pbs.twimg.com/profile_images/1141591711287668736/H_PBDPYP_normal.png,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,everyone,0,Akshara_TLP,x1609852868873551873,"Yogakshemam 311222
Top 10,000 hours 
https://t.co/ZGSOoeBEHm

#Pele #covid #supplychain #Gandhi #decentralisation #God #time #janagyanayoga #Yogakshemam #developmentworker",3013,https://t.co/QBiNWRp1TE,aksharakriti.org,https://aksharakriti.org/,,livelihoods.net.in,http://livelihoods.net.in,https://livelihoods.net.in/2023/01/yogakshemam-311222-top-10000-hours/,,,,,,,,,https://livelihoods.net.in/404.html,https://t.co/ZGSOoeBEHm,x860781515185246209,FALSE,,,,,,,,,,,,,,,,,,,
